geometry;name;price_level;rating;types;user_ratings_total;vicinity;longitude;latitude
{'location': {'lat': 52.3774751, 'lng': 4.8937032}, 'viewport': {'northeast': {'lat': 52.3788456802915, 'lng': 4.895069630291503}, 'southwest': {'lat': 52.3761477197085, 'lng': 4.892371669708498}}};Il Pacioccone;3;4,2;Italian;684;Koggestraat 1A, Amsterdam;4.8955765;52.3782637
{'location': {'lat': 52.3763411, 'lng': 4.894792199999999}, 'viewport': {'northeast': {'lat': 52.3776871802915, 'lng': 4.895710980291502}, 'southwest': {'lat': 52.3749892197085, 'lng': 4.893013019708498}}};Delicious Wrap Kebab Restaurant;;2,1;Kebap;11;Nieuwezijds Kolk 12H, Amsterdam;4.895699;52.3779906
{'location': {'lat': 52.37650359999999, 'lng': 4.89476}, 'viewport': {'northeast': {'lat': 52.37789073029149, 'lng': 4.895871080291503}, 'southwest': {'lat': 52.37519276970849, 'lng': 4.893173119708498}}};TerraZen Centre;2;4,4;Special;788;Sint Jacobsstraat 19HS, Amsterdam;4.8957533;52.3779449
{'location': {'lat': 52.37636699999999, 'lng': 4.894638899999999}, 'viewport': {'northeast': {'lat': 52.37768768029149, 'lng': 4.895633980291502}, 'southwest': {'lat': 52.37498971970849, 'lng': 4.892936019708499}}};Formosa Argentina;2;4,2;Grill;236;Nieuwezijds Kolk 16, Amsterdam;4.895858199999999;52.3780004
{'location': {'lat': 52.3778467, 'lng': 4.886766199999999}, 'viewport': {'northeast': {'lat': 52.3792074802915, 'lng': 4.888125980291502}, 'southwest': {'lat': 52.3765095197085, 'lng': 4.885428019708497}}};Simz Exotic Food;;4,4;Fastfood;32;Prinsenstraat 19H, Amsterdam;4.895918000000001;52.3741849
{'location': {'lat': 52.37720909999999, 'lng': 4.8943844}, 'viewport': {'northeast': {'lat': 52.3785910302915, 'lng': 4.895686930291502}, 'southwest': {'lat': 52.3758930697085, 'lng': 4.892988969708497}}};TDQ Steaks;;4,4;Grill;982;Spuistraat 3C-D, Amsterdam;4.8959955;52.3776779
{'location': {'lat': 52.37709929999999, 'lng': 4.8941765}, 'viewport': {'northeast': {'lat': 52.37848133029149, 'lng': 4.895478830291502}, 'southwest': {'lat': 52.37578336970849, 'lng': 4.892780869708497}}};Ashoka - Amsterdam Centrum;2;4,4;Indian;1024;Spuistraat 3G, Amsterdam;4.8960007;52.3779577
{'location': {'lat': 52.380653, 'lng': 4.884510999999999}, 'viewport': {'northeast': {'lat': 52.38204623029149, 'lng': 4.885843230291502}, 'southwest': {'lat': 52.37934826970849, 'lng': 4.883145269708498}}};G's – A Really Nice Place;;4,4;Classic;362;Goudsbloemstraat 91, Amsterdam;4.896026099999999;52.3743447
{'location': {'lat': 52.3758, 'lng': 4.891298}, 'viewport': {'northeast': {'lat': 52.3771809302915, 'lng': 4.892565130291502}, 'southwest': {'lat': 52.3744829697085, 'lng': 4.889867169708498}}};Greenwoods Singel;2;4,6;Classic;1438;Singel 103, Amsterdam;4.896026099999999;52.3758
{'location': {'lat': 52.3748701, 'lng': 4.8920721}, 'viewport': {'northeast': {'lat': 52.3761506302915, 'lng': 4.893257580291502}, 'southwest': {'lat': 52.3734526697085, 'lng': 4.890559619708498}}};Café Restaurant St.George;;4,3;Cafe;119;Nieuwezijds Voorburgwal 93, Amsterdam;4.8960758;52.3780002
{'location': {'lat': 52.37759399999999, 'lng': 4.886234999999999}, 'viewport': {'northeast': {'lat': 52.37896698029149, 'lng': 4.887514130291502}, 'southwest': {'lat': 52.3762690197085, 'lng': 4.884816169708498}}};The Pancake Bakery;2;4,3;Sweet;5638;Prinsengracht 191, Amsterdam;4.8961404;52.37397490000001
{'location': {'lat': 52.37638889999999, 'lng': 4.894722199999999}, 'viewport': {'northeast': {'lat': 52.37769673029149, 'lng': 4.895675530291502}, 'southwest': {'lat': 52.37499876970849, 'lng': 4.892977569708497}}};Restaurant Mama Maria - Mexican & Steak;2;3,7;Mexican;242;Netherlands, Nieuwezijds Kolk 14, Amsterdam;4.896180500000001;52.3777175
{'location': {'lat': 52.3762748, 'lng': 4.8947911}, 'viewport': {'northeast': {'lat': 52.37764713029149, 'lng': 4.895710230291502}, 'southwest': {'lat': 52.37494916970849, 'lng': 4.893012269708498}}};Wrap Time;;4,8;Special;4;Nieuwezijds Kolk 12, Amsterdam;4.896246200000001;52.3776279
{'location': {'lat': 52.3777801, 'lng': 4.896516699999999}, 'viewport': {'northeast': {'lat': 52.37918468029149, 'lng': 4.897829030291502}, 'southwest': {'lat': 52.3764867197085, 'lng': 4.895131069708497}}};San Tommaso - MG;;3,8;Italian;252;Martelaarsgracht 9, Amsterdam;4.8963316;52.377349
{'location': {'lat': 52.37743, 'lng': 4.88157}, 'viewport': {'northeast': {'lat': 52.37876508029149, 'lng': 4.882926880291501}, 'southwest': {'lat': 52.37606711970849, 'lng': 4.880228919708497}}};La Trattoria Di Donna Sofia;;4,4;Italian;172;Anjeliersstraat 300, Amsterdam;4.89635;52.373925
{'location': {'lat': 52.37716459999999, 'lng': 4.8944154}, 'viewport': {'northeast': {'lat': 52.3785639802915, 'lng': 4.895693280291503}, 'southwest': {'lat': 52.3758660197085, 'lng': 4.892995319708498}}};Toro Dorado;;4,4;Grill;23;Spuistraat 3d, Amsterdam;4.8963806;52.3775004
{'location': {'lat': 52.37717119999999, 'lng': 4.8943658}, 'viewport': {'northeast': {'lat': 52.37856118029149, 'lng': 4.895656930291502}, 'southwest': {'lat': 52.37586321970849, 'lng': 4.892958969708498}}};Gauchos Amsterdam;2;4,2;Grill;404;Spuistraat 3E, Amsterdam;4.896388899999999;52.3775
{'location': {'lat': 52.3778667, 'lng': 4.8970009}, 'viewport': {'northeast': {'lat': 52.3792788302915, 'lng': 4.898316330291502}, 'southwest': {'lat': 52.3765808697085, 'lng': 4.895618369708497}}};5&33;3;4,2;Special;553;Martelaarsgracht 5, Amsterdam;4.896396699999999;52.3774811
{'location': {'lat': 52.376101, 'lng': 4.8947583}, 'viewport': {'northeast': {'lat': 52.3775757302915, 'lng': 4.895693580291502}, 'southwest': {'lat': 52.3748777697085, 'lng': 4.892995619708498}}};La Colina;;3,5;Italian;61;Nieuwezijds Kolk 9, Amsterdam;4.8965088;52.3775472
{'location': {'lat': 52.3748657, 'lng': 4.892545800000001}, 'viewport': {'northeast': {'lat': 52.3761598802915, 'lng': 4.893481780291503}, 'southwest': {'lat': 52.3734619197085, 'lng': 4.890783819708498}}};Kaagman & Kortekaas;3;4,5;Classic;282;Sint Nicolaasstraat 43, Amsterdam;4.896516699999999;52.3777801
{'location': {'lat': 52.378943, 'lng': 4.8952114}, 'viewport': {'northeast': {'lat': 52.3803686302915, 'lng': 4.896471730291503}, 'southwest': {'lat': 52.3776706697085, 'lng': 4.893773769708498}}};Del Gusto pizzeria-steakhouse;;2,3;Grill;29;Prins Hendrikkade 6, Amsterdam;4.8965839;52.37676959999999
{'location': {'lat': 52.3753669, 'lng': 4.893972299999999}, 'viewport': {'northeast': {'lat': 52.37685733029149, 'lng': 4.894788530291502}, 'southwest': {'lat': 52.3741593697085, 'lng': 4.892090569708497}}};Cuddle Pub;2;4,6;Bar;419;Nieuwe Nieuwstraat 20HS, Amsterdam;4.8966096;52.3778337
{'location': {'lat': 52.3804504, 'lng': 4.8842979}, 'viewport': {'northeast': {'lat': 52.3817896802915, 'lng': 4.885586930291502}, 'southwest': {'lat': 52.3790917197085, 'lng': 4.882888969708497}}};Snackbar Aggie;;4;Fastfood;44;Tweede Goudsbloemdwarsstraat 23, Amsterdam;4.8966737;52.37420359999999
{'location': {'lat': 52.3773318, 'lng': 4.881821}, 'viewport': {'northeast': {'lat': 52.3787205802915, 'lng': 4.883116580291502}, 'southwest': {'lat': 52.37602261970851, 'lng': 4.880418619708498}}};Smoked Crispy Bacon Sandwich House;1;4,9;Sandwhich;168;Tweede Tuindwarsstraat 3A, Amsterdam;4.896694399999999;52.3741925
{'location': {'lat': 52.38033689999999, 'lng': 4.884328099999999}, 'viewport': {'northeast': {'lat': 52.3816424802915, 'lng': 4.885694080291501}, 'southwest': {'lat': 52.3789445197085, 'lng': 4.882996119708497}}};MiDO's Food · Drinks · Catering;;5;Special;2;Lindengracht 158, Amsterdam;4.896919199999999;52.3739037
{'location': {'lat': 52.3760554, 'lng': 4.894597300000001}, 'viewport': {'northeast': {'lat': 52.37755293029149, 'lng': 4.895613080291502}, 'southwest': {'lat': 52.37485496970849, 'lng': 4.892915119708498}}};Five Bells Bar Restaurant;2;3;Grill;464;Nieuwezijds Kolk 17, Amsterdam;4.8971081;52.3795976
{'location': {'lat': 52.3778981, 'lng': 4.895761099999999}, 'viewport': {'northeast': {'lat': 52.3792247302915, 'lng': 4.897200780291501}, 'southwest': {'lat': 52.3765267697085, 'lng': 4.894502819708497}}};FEBO;1;4,2;Fastfood;805;Nieuwendijk 50, Amsterdam;4.8971456;52.3768702
{'location': {'lat': 52.380478, 'lng': 4.884074999999999}, 'viewport': {'northeast': {'lat': 52.3818395802915, 'lng': 4.885458830291501}, 'southwest': {'lat': 52.3791416197085, 'lng': 4.882760869708497}}};Som Tam Thai;2;4,3;Asian;100;Tweede Goudsbloemdwarsstraat 24 H, Amsterdam;4.897148;52.37456599999999
{'location': {'lat': 52.380143, 'lng': 4.885272499999999}, 'viewport': {'northeast': {'lat': 52.38154008029149, 'lng': 4.886603880291502}, 'southwest': {'lat': 52.37884211970849, 'lng': 4.883905919708497}}};Magnani Amsterdam;;4,9;Sandwhich;8;Lindengracht 79, Amsterdam;4.8971558;52.3744303
{'location': {'lat': 52.37756429999999, 'lng': 4.881554}, 'viewport': {'northeast': {'lat': 52.37884593029149, 'lng': 4.882970580291502}, 'southwest': {'lat': 52.3761479697085, 'lng': 4.880272619708498}}};Kam Wah;1;4,6;Asian;74;Tweede Anjeliersdwarsstraat 18, Amsterdam;4.8971705;52.3744303
{'location': {'lat': 52.3775472, 'lng': 4.8965088}, 'viewport': {'northeast': {'lat': 52.3789751802915, 'lng': 4.897608430291502}, 'southwest': {'lat': 52.37627721970851, 'lng': 4.894910469708497}}};Marina;;3,1;Italian;106;Nieuwendijk 55, Amsterdam;4.897192299999999;52.37691369999999
{'location': {'lat': 52.3777175, 'lng': 4.896180500000001}, 'viewport': {'northeast': {'lat': 52.3791245802915, 'lng': 4.897567730291502}, 'southwest': {'lat': 52.3764266197085, 'lng': 4.894869769708499}}};Hotel Jimmy;;2,8;Hotel;101;Martelaarsgracht 15, Amsterdam;4.897200600000001;52.37695610000001
{'location': {'lat': 52.377246, 'lng': 4.8818686}, 'viewport': {'northeast': {'lat': 52.3786719802915, 'lng': 4.883163030291501}, 'southwest': {'lat': 52.3759740197085, 'lng': 4.880465069708497}}};Snackbar Twins;;3,9;Fastfood;45;Tweede Tuindwarsstraat 9, Amsterdam;4.897345500000001;52.3747711
{'location': {'lat': 52.3771444, 'lng': 4.884261}, 'viewport': {'northeast': {'lat': 52.3784697302915, 'lng': 4.885623880291501}, 'southwest': {'lat': 52.3757717697085, 'lng': 4.882925919708496}}};Mr Haz Taco Bar;2;4,3;Mexican;307;Egelantiersstraat 24, Amsterdam;4.897390800000001;52.37398090000001
{'location': {'lat': 52.3747711, 'lng': 4.897345500000001}, 'viewport': {'northeast': {'lat': 52.37601998029149, 'lng': 4.898109630291502}, 'southwest': {'lat': 52.37332201970849, 'lng': 4.895411669708498}}};Wok To Walk;1;4,3;Asian;1586;Warmoesstraat 85, Amsterdam;4.897418399999999;52.3752441
{'location': {'lat': 52.3748701, 'lng': 4.8920721}, 'viewport': {'northeast': {'lat': 52.3761506302915, 'lng': 4.893257580291502}, 'southwest': {'lat': 52.3734526697085, 'lng': 4.890559619708498}}};St.George;;3,9;Classic;175;Nieuwezijds Voorburgwal 93, Amsterdam;4.897419600000001;52.37752069999999
{'location': {'lat': 52.38014030000001, 'lng': 4.8853789}, 'viewport': {'northeast': {'lat': 52.38154668029151, 'lng': 4.886715130291503}, 'southwest': {'lat': 52.37884871970851, 'lng': 4.884017169708498}}};Toscanini;2;4,3;Italian;511;Lindengracht 75, Amsterdam;4.897499999999999;52.373497
{'location': {'lat': 52.3771437, 'lng': 4.881825200000001}, 'viewport': {'northeast': {'lat': 52.3784171302915, 'lng': 4.883220280291503}, 'southwest': {'lat': 52.3757191697085, 'lng': 4.880522319708499}}};Cafè & Restaurant Jordania;;4,7;Cafe;3;Tweede Tuindwarsstraat 10, Amsterdam;4.8975484;52.3749213
{'location': {'lat': 52.3774811, 'lng': 4.896396699999999}, 'viewport': {'northeast': {'lat': 52.3789676802915, 'lng': 4.897564830291501}, 'southwest': {'lat': 52.3762697197085, 'lng': 4.894866869708497}}};Steakhouse Marina;;4,7;Grill;3;Nieuwendijk 55III, Amsterdam;4.8975788;52.37676690000001
{'location': {'lat': 52.3775, 'lng': 4.896388899999999}, 'viewport': {'northeast': {'lat': 52.3789753802915, 'lng': 4.897556530291502}, 'southwest': {'lat': 52.3762774197085, 'lng': 4.894858569708497}}};Pasta Grill Marina;;3,5;Italian;110;Nieuwendijk 55, Amsterdam;4.8976143;52.3768354
{'location': {'lat': 52.3741925, 'lng': 4.896694399999999}, 'viewport': {'northeast': {'lat': 52.3757427302915, 'lng': 4.897763380291502}, 'southwest': {'lat': 52.3730447697085, 'lng': 4.895065419708498}}};CowFish;;3,6;Classic;24;Warmoesstraat 111, Amsterdam;4.8976172;52.3752051
{'location': {'lat': 52.3778188, 'lng': 4.8814226}, 'viewport': {'northeast': {'lat': 52.37924298029149, 'lng': 4.882768930291502}, 'southwest': {'lat': 52.3765450197085, 'lng': 4.880070969708497}}};La Maschera Lillo Tatini;;4,4;Italian;184;Tweede Anjeliersdwarsstraat 6-HS, Amsterdam;4.897659099999999;52.3736854
{'location': {'lat': 52.3782637, 'lng': 4.8955765}, 'viewport': {'northeast': {'lat': 52.3795507802915, 'lng': 4.896691430291501}, 'southwest': {'lat': 52.3768528197085, 'lng': 4.893993469708497}}};La Madonna;2;3,3;Italian;473;Nieuwendijk 33, Amsterdam;4.897677499999999;52.3769048
{'location': {'lat': 52.3771222, 'lng': 4.881802700000001}, 'viewport': {'northeast': {'lat': 52.3784099802915, 'lng': 4.883224680291502}, 'southwest': {'lat': 52.3757120197085, 'lng': 4.880526719708498}}};La Fiorita;;4,7;Italian;88;Tweede Tuindwarsstraat 12 H, Amsterdam;4.897679;52.3749268
{'location': {'lat': 52.3794825, 'lng': 4.880643200000001}, 'viewport': {'northeast': {'lat': 52.3808365302915, 'lng': 4.881935030291502}, 'southwest': {'lat': 52.3781385697085, 'lng': 4.879237069708497}}};Moods Coffee Corner;;4,6;Cafe;276;Lindengracht 249, Amsterdam;4.8977078;52.3749808
{'location': {'lat': 52.37358140000001, 'lng': 4.899000799999999}, 'viewport': {'northeast': {'lat': 52.3749120802915, 'lng': 4.900395180291501}, 'southwest': {'lat': 52.3722141197085, 'lng': 4.897697219708498}}};Mr. Bosco - Sweets And Treats;;4,6;Sweet;11;Oudezijds Achterburgwal 64, Amsterdam;4.897718500000001;52.3752986
{'location': {'lat': 52.3749808, 'lng': 4.8977078}, 'viewport': {'northeast': {'lat': 52.37645038029149, 'lng': 4.898791730291502}, 'southwest': {'lat': 52.3737524197085, 'lng': 4.896093769708498}}};De Burgerfabriek;2;4,2;Burger;1352;Warmoesstraat 73HS, Amsterdam;4.8977194;52.3753102
{'location': {'lat': 52.3736854, 'lng': 4.897659099999999}, 'viewport': {'northeast': {'lat': 52.3750039802915, 'lng': 4.899065480291501}, 'southwest': {'lat': 52.3723060197085, 'lng': 4.896367519708496}}};The Bulldog;;4,1;Cafe;62;Oudezijds Voorburgwal 90, Amsterdam;4.8977459;52.37515899999999
{'location': {'lat': 52.3779577, 'lng': 4.8960007}, 'viewport': {'northeast': {'lat': 52.3792656302915, 'lng': 4.897380430291502}, 'southwest': {'lat': 52.3765676697085, 'lng': 4.894682469708497}}};Burger House;2;3,6;Burger;469;Martelaarsgracht 24, Amsterdam;4.8977789;52.3770969
{'location': {'lat': 52.377929, 'lng': 4.886896000000001}, 'viewport': {'northeast': {'lat': 52.3792493802915, 'lng': 4.888218880291503}, 'southwest': {'lat': 52.3765514197085, 'lng': 4.885520919708498}}};restaurant de twee grieken;;4;Greek;181;Prinsenstraat 20HS, Amsterdam;4.897876900000001;52.3751088
{'location': {'lat': 52.3746403, 'lng': 4.898908200000001}, 'viewport': {'northeast': {'lat': 52.37596918029149, 'lng': 4.900304030291503}, 'southwest': {'lat': 52.37327121970849, 'lng': 4.897606069708498}}};Favorite Chicken & Ribs;1;4,2;Grill;292;Oudezijds Voorburgwal 64, Amsterdam;4.897882399999999;52.3753438
{'location': {'lat': 52.38015180000001, 'lng': 4.881170200000001}, 'viewport': {'northeast': {'lat': 52.3815007802915, 'lng': 4.882519180291503}, 'southwest': {'lat': 52.3788028197085, 'lng': 4.879821219708498}}};The Mansion Club;;5;Classic;6;Goudsbloemstraat 207-211, Amsterdam;4.8979363;52.3750867
{'location': {'lat': 52.3746117, 'lng': 4.898705}, 'viewport': {'northeast': {'lat': 52.3759230302915, 'lng': 4.900141480291502}, 'southwest': {'lat': 52.3732250697085, 'lng': 4.897443519708498}}};Quartier Putain;2;4,5;Cafe;603;Oudekerksplein 4, Amsterdam;4.898007499999999;52.3752715
{'location': {'lat': 52.3744303, 'lng': 4.8971705}, 'viewport': {'northeast': {'lat': 52.3758193802915, 'lng': 4.898001430291502}, 'southwest': {'lat': 52.3731214197085, 'lng': 4.895303469708498}}};Snackbar High Snack;;4;Fastfood;35;Wijde Kerksteeg 5, Amsterdam;4.898029000000001;52.3751529
{'location': {'lat': 52.3749213, 'lng': 4.8975484}, 'viewport': {'northeast': {'lat': 52.3763757802915, 'lng': 4.898686430291502}, 'southwest': {'lat': 52.3736778197085, 'lng': 4.895988469708497}}};Lounge Restaurant Amsterdam;;4;Classic;3;Warmoesstraat 77, Amsterdam;4.8980969;52.3752449
{'location': {'lat': 52.3780556, 'lng': 4.886944399999999}, 'viewport': {'northeast': {'lat': 52.37932138029149, 'lng': 4.888217430291501}, 'southwest': {'lat': 52.37662341970849, 'lng': 4.885519469708496}}};Café De Klepel;;4,6;Cafe;276;Prinsenstraat 22, Amsterdam;4.898133;52.37504149999999
{'location': {'lat': 52.38026130000001, 'lng': 4.885943999999999}, 'viewport': {'northeast': {'lat': 52.38164613029151, 'lng': 4.887277930291502}, 'southwest': {'lat': 52.37894816970851, 'lng': 4.884579969708497}}};Restaurant Pizzeria Capri;;3,9;Italian;152;Lindengracht 63, Amsterdam;4.898133;52.37504149999999
{'location': {'lat': 52.373497, 'lng': 4.897499999999999}, 'viewport': {'northeast': {'lat': 52.37482928029149, 'lng': 4.898883330291502}, 'southwest': {'lat': 52.37213131970849, 'lng': 4.896185369708498}}};Ivy and Bros;;4,5;Classic;610;Oudezijds Voorburgwal 96A, Amsterdam;4.8982177;52.3751352
{'location': {'lat': 52.3739037, 'lng': 4.896919199999999}, 'viewport': {'northeast': {'lat': 52.3751112802915, 'lng': 4.898692880291502}, 'southwest': {'lat': 52.3724133197085, 'lng': 4.895994919708498}}};Croque Madame Gluten Free Food;;4,7;Sandwhich;214;Sint Annendwarsstraat 24a, Amsterdam;4.898346300000001;52.3750817
{'location': {'lat': 52.373987, 'lng': 4.8989322}, 'viewport': {'northeast': {'lat': 52.3753303302915, 'lng': 4.900212280291503}, 'southwest': {'lat': 52.3726323697085, 'lng': 4.897514319708498}}};parrillada;;4,5;Grill;18;Oudezijds Voorburgwal 67, Amsterdam;4.898513699999999;52.3751459
{'location': {'lat': 52.37704129999999, 'lng': 4.8820137}, 'viewport': {'northeast': {'lat': 52.3785408802915, 'lng': 4.883187680291503}, 'southwest': {'lat': 52.3758429197085, 'lng': 4.880489719708498}}};La Perla Pizzeria;2;4,4;Italian;2144;Tweede Tuindwarsstraat 53, Amsterdam;4.898705;52.3746117
{'location': {'lat': 52.3768074, 'lng': 4.8821277}, 'viewport': {'northeast': {'lat': 52.37807618029149, 'lng': 4.883477580291501}, 'southwest': {'lat': 52.3753782197085, 'lng': 4.880779619708497}}};Rosario Cocina Mexicana;;5;Mexican;17;Tweede Egelantiersdwarsstraat 9 H, Amsterdam;4.898707199999999;52.37491349999999
{'location': {'lat': 52.373925, 'lng': 4.89635}, 'viewport': {'northeast': {'lat': 52.37514253029151, 'lng': 4.897352280291502}, 'southwest': {'lat': 52.37244456970851, 'lng': 4.894654319708497}}};Belushi's;2;4,3;bar;1253;Warmoesstraat 129, Amsterdam;4.8987627;52.3750118
{'location': {'lat': 52.3744303, 'lng': 4.8971558}, 'viewport': {'northeast': {'lat': 52.3758202302915, 'lng': 4.897994080291503}, 'southwest': {'lat': 52.3731222697085, 'lng': 4.895296119708498}}};Chicken & burgers;;5;Burgers;2;Wijde Kerksteeg 3A, Amsterdam;4.8987775;52.3749346
{'location': {'lat': 52.3768074, 'lng': 4.8821277}, 'viewport': {'northeast': {'lat': 52.37807618029149, 'lng': 4.883477580291501}, 'southwest': {'lat': 52.3753782197085, 'lng': 4.880779619708497}}};Taka Japanese Kitchen;1;4,7;Sushi;157;Tweede Egelantiersdwarsstraat 9, Amsterdam;4.898781;52.3748774
{'location': {'lat': 52.37456599999999, 'lng': 4.897148}, 'viewport': {'northeast': {'lat': 52.3759300802915, 'lng': 4.897990180291502}, 'southwest': {'lat': 52.3732321197085, 'lng': 4.895292219708498}}};Caffe Italia;2;3,9;Italian;397;Warmoesstraat 93, Amsterdam;4.898816699999999;52.37496549999999
{'location': {'lat': 52.37398090000001, 'lng': 4.897390800000001}, 'viewport': {'northeast': {'lat': 52.3753596802915, 'lng': 4.899205030291503}, 'southwest': {'lat': 52.3726617197085, 'lng': 4.896507069708498}}};Pizza pasta bar;;2,7;Italian;103;Oudekerksplein 52, Amsterdam;4.898817600000001;52.3748776
{'location': {'lat': 52.3767509, 'lng': 4.882256}, 'viewport': {'northeast': {'lat': 52.3780559302915, 'lng': 4.883629480291502}, 'southwest': {'lat': 52.3753579697085, 'lng': 4.880931519708497}}};La Oliva;2;4,3;Italian;639;Egelantiersstraat 122 124, Amsterdam;4.8988399;52.37485969999999
{'location': {'lat': 52.3771959, 'lng': 4.881905499999999}, 'viewport': {'northeast': {'lat': 52.3784429802915, 'lng': 4.883259380291502}, 'southwest': {'lat': 52.3757450197085, 'lng': 4.880561419708498}}};Tanoshii Sushi;;4,6;Sushi;40;Tweede Tuindwarsstraat 11, Amsterdam;4.8988623;52.3739697
{'location': {'lat': 52.37981449999999, 'lng': 4.8808862}, 'viewport': {'northeast': {'lat': 52.38111453029149, 'lng': 4.882254630291502}, 'southwest': {'lat': 52.37841656970849, 'lng': 4.879556669708498}}};Caramba;2;4,1;Classic;164;Lindengracht 336, Amsterdam;4.898908200000001;52.3746403
{'location': {'lat': 52.37397490000001, 'lng': 4.8961404}, 'viewport': {'northeast': {'lat': 52.3752304302915, 'lng': 4.897241330291503}, 'southwest': {'lat': 52.3725324697085, 'lng': 4.894543369708498}}};"""OLD Bridge"" Sate en Snacks";;1;Fastfood;1;Warmoesstraat 104, Amsterdam;4.898914;52.3749882
{'location': {'lat': 52.377571, 'lng': 4.886135}, 'viewport': {'northeast': {'lat': 52.3789199802915, 'lng': 4.887483980291502}, 'southwest': {'lat': 52.3762220197085, 'lng': 4.884786019708498}}};Brasserie Geloof, Hoop & Liefde;;;Classic;;Prinsengracht 193, Amsterdam;4.8989322;52.373987
{'location': {'lat': 52.3771534, 'lng': 4.88172}, 'viewport': {'northeast': {'lat': 52.3784343302915, 'lng': 4.883195130291502}, 'southwest': {'lat': 52.3757363697085, 'lng': 4.880497169708498}}};Bar Pif;;4,9;Bar;14;Tweede Tuindwarsstraat 10A, Amsterdam;4.899000799999999;52.37358140000001
{'location': {'lat': 52.3749268, 'lng': 4.897679}, 'viewport': {'northeast': {'lat': 52.3764046802915, 'lng': 4.898735330291502}, 'southwest': {'lat': 52.37370671970851, 'lng': 4.896037369708497}}};Crepes & Waffles;2;4,3;Sweet;1136;Warmoesstraat 75, Amsterdam;4.899070699999999;52.3749213
{'location': {'lat': 52.3773182, 'lng': 4.8939946}, 'viewport': {'northeast': {'lat': 52.3786099802915, 'lng': 4.895424330291503}, 'southwest': {'lat': 52.3759120197085, 'lng': 4.892726369708498}}};Day's StoneGrill 1870 | Foodbar;;4,4;Grill;199;Spuistraat 4, Amsterdam;4.899286399999999;52.3792914
{'location': {'lat': 52.37814669999999, 'lng': 4.8963864}, 'viewport': {'northeast': {'lat': 52.37942378029149, 'lng': 4.897883330291502}, 'southwest': {'lat': 52.3767258197085, 'lng': 4.895185369708497}}};Flame Chinese Food & Grill;2;3,9;Asian;475;Martelaarsgracht 8, Amsterdam;4.8996036;52.37913589999999
{'location': {'lat': 52.3780002, 'lng': 4.8960758}, 'viewport': {'northeast': {'lat': 52.3792948802915, 'lng': 4.897453280291503}, 'southwest': {'lat': 52.3765969197085, 'lng': 4.894755319708498}}};Burger house;;3,6;Burger;469;Martelaarsgracht 22, Amsterdam;4.8997572;52.37929949999999
{'location': {'lat': 52.3775004, 'lng': 4.8963806}, 'viewport': {'northeast': {'lat': 52.37897668029149, 'lng': 4.897555180291502}, 'southwest': {'lat': 52.37627871970849, 'lng': 4.894857219708498}}};Hollywood Bar;;2,4;Bar;9;Nieuwendijk 55HS, Amsterdam;4.9000944;52.3795667
{'location': {'lat': 52.378187, 'lng': 4.895338}, 'viewport': {'northeast': {'lat': 52.3795416802915, 'lng': 4.896627730291501}, 'southwest': {'lat': 52.3768437197085, 'lng': 4.893929769708496}}};Jacketz Amsterdam;;4,6;Classic;2114;Nieuwendijk 32, Amsterdam;4.9001974;52.3776017
{'location': {'lat': 52.3792914, 'lng': 4.899286399999999}, 'viewport': {'northeast': {'lat': 52.3806533302915, 'lng': 4.900651480291502}, 'southwest': {'lat': 52.3779553697085, 'lng': 4.897953519708497}}};Julia's Amsterdam Central Station;2;3,5;Italian;449;Stationsplein 36, Amsterdam;4.900238900000001;52.3790632
{'location': {'lat': 52.3779906, 'lng': 4.895699}, 'viewport': {'northeast': {'lat': 52.3792781302915, 'lng': 4.897151930291503}, 'southwest': {'lat': 52.3765801697085, 'lng': 4.894453969708498}}};Pizza Cafe;;2,1;Italian;16;Nieuwendijk 44HS, Amsterdam;4.9004102;52.37836549999999
{'location': {'lat': 52.37913589999999, 'lng': 4.8996036}, 'viewport': {'northeast': {'lat': 52.3804504802915, 'lng': 4.900923480291502}, 'southwest': {'lat': 52.3777525197085, 'lng': 4.898225519708498}}};De Broodzaak;;2,2;Cafe;83;Stationsplein 35A, Amsterdam;4.900506600000001;52.3791368
{'location': {'lat': 52.3785128, 'lng': 4.895348200000001}, 'viewport': {'northeast': {'lat': 52.37979758029149, 'lng': 4.896458530291503}, 'southwest': {'lat': 52.3770996197085, 'lng': 4.893760569708498}}};Kebab House;1;3,2;Kebap;177;Nieuwendijk 21, Amsterdam;4.9005154;52.378524
{'location': {'lat': 52.378052, 'lng': 4.895466}, 'viewport': {'northeast': {'lat': 52.37933203029149, 'lng': 4.897053230291502}, 'southwest': {'lat': 52.37663406970849, 'lng': 4.894355269708498}}};Restaurant Madre Maria;2;4;Italian;829;Nieuwendijk 40, Amsterdam;4.9006383;52.3787581
{'location': {'lat': 52.3736747, 'lng': 4.8924513}, 'viewport': {'northeast': {'lat': 52.37483518029149, 'lng': 4.894307380291502}, 'southwest': {'lat': 52.37213721970849, 'lng': 4.891609419708498}}};Simit Sarayi Dam;;3,1;Sandwhich;359;Nieuwendijk 224, Amsterdam;4.8924513;52.3736747
