geometry;name;price_level;rating;types;user_ratings_total;vicinity;longitude;latitude
{'location': {'lat': 52.3736185, 'lng': 4.8923282}, 'viewport': {'northeast': {'lat': 52.3749461302915, 'lng': 4.89306675}, 'southwest': {'lat': 52.37224816970851, 'lng': 4.890112549999998}}};Ijscuypje;2;3,3;Sweet;6;Dam 10, Amsterdam;4.8923282;52.3736185
{'location': {'lat': 52.3742505, 'lng': 4.891852200000001}, 'viewport': {'northeast': {'lat': 52.3755308302915, 'lng': 4.892881880291503}, 'southwest': {'lat': 52.3728328697085, 'lng': 4.890183919708498}}};Lunchroom Cafe St. Paul's;;3,7;Cafe;147;Gravenstraat 24-B, Amsterdam;4.891852200000001;52.3742505
{'location': {'lat': 52.3742057, 'lng': 4.8924467}, 'viewport': {'northeast': {'lat': 52.3755282802915, 'lng': 4.893177330291502}, 'southwest': {'lat': 52.3728303197085, 'lng': 4.890479369708498}}};Lunchroom Sapp;;5;Sandwhich;6;Gravenstraat 5, Amsterdam;4.8924467;52.3742057
{'location': {'lat': 52.3743183, 'lng': 4.8926222}, 'viewport': {'northeast': {'lat': 52.3755748802915, 'lng': 4.8933544}, 'southwest': {'lat': 52.3728769197085, 'lng': 4.8904804}}};De Nieuwe Pilserij;2;4,5;Classic;158;Gravenstraat 10A, Amsterdam;4.8926222;52.3743183
{'location': {'lat': 52.37277779999999, 'lng': 4.89}, 'viewport': {'northeast': {'lat': 52.3741345302915, 'lng': 4.891142230291503}, 'southwest': {'lat': 52.3714365697085, 'lng': 4.888444269708498}}};MR PORTER;;4,4;Classic;1157;Spuistraat 175, Amsterdam;4.89;52.37277779999999
{'location': {'lat': 52.3728608, 'lng': 4.8894059}, 'viewport': {'northeast': {'lat': 52.3742039302915, 'lng': 4.890848280291502}, 'southwest': {'lat': 52.3715059697085, 'lng': 4.888150319708497}}};THE DUCHESS;4;4,3;Classic;777;Spuistraat 172, Amsterdam;4.8894059;52.3728608
{'location': {'lat': 52.373646, 'lng': 4.8903201}, 'viewport': {'northeast': {'lat': 52.37496583029149, 'lng': 4.891821180291503}, 'southwest': {'lat': 52.3722678697085, 'lng': 4.889123219708498}}};Bepita - Pita Kitchen;;4;Indian;86;Nieuwezijds Voorburgwal 182I, Amsterdam;4.8903201;52.373646
{'location': {'lat': 52.3738284, 'lng': 4.8886159}, 'viewport': {'northeast': {'lat': 52.3751711802915, 'lng': 4.890004480291503}, 'southwest': {'lat': 52.3724732197085, 'lng': 4.887306519708498}}};BREDA;;4,6;Classic;472;Singel 210, Amsterdam;4.8886159;52.3738284
{'location': {'lat': 52.3742133, 'lng': 4.892517799999998}, 'viewport': {'northeast': {'lat': 52.3755344802915, 'lng': 4.893210730291503}, 'southwest': {'lat': 52.3728365197085, 'lng': 4.890512769708498}}};Dal Migliore;;4;Italian;4;Gravenstraat 13, Amsterdam;4.892517799999998;52.3742133,
{'location': {'lat': 52.3748345, 'lng': 4.888367000000001}, 'viewport': {'northeast': {'lat': 52.3761929802915, 'lng': 4.889687230291503}, 'southwest': {'lat': 52.3734950197085, 'lng': 4.886989269708499}}};Heertje Friet;;4,8;Fastfood;159;Herengracht 169, Amsterdam;4.888367000000001;52.3748345
{'location': {'lat': 52.37448869999999, 'lng': 4.8917511}, 'viewport': {'northeast': {'lat': 52.3758686302915, 'lng': 4.893003230291501}, 'southwest': {'lat': 52.3731706697085, 'lng': 4.890305269708497}}};Karas Nederland B.V.;;4,1;Grill;21;Nieuwezijds Voorburgwal 105, Amsterdam;4.8917511;52.37448869999999,
{'location': {'lat': 52.373621, 'lng': 4.890467999999999}, 'viewport': {'northeast': {'lat': 52.37495483029151, 'lng': 4.891895880291503}, 'southwest': {'lat': 52.37225686970851, 'lng': 4.889197919708498}}};Matts Wonderland;;4,4;Classic;76;Nieuwezijds Voorburgwal 182, Amsterdam;4.890467999999999;52.373621
{'location': {'lat': 52.3744186, 'lng': 4.891738399999999}, 'viewport': {'northeast': {'lat': 52.3758044302915, 'lng': 4.892971930291502}, 'southwest': {'lat': 52.3731064697085, 'lng': 4.890273969708497}}};Mr. Crab;2;4,1;Special;556;Nieuwezijds Voorburgwal 115, Amsterdam;4.891738399999999;52.3744186
{'location': {'lat': 52.3743533, 'lng': 4.8916058}, 'viewport': {'northeast': {'lat': 52.37572953029151, 'lng': 4.892869430291503}, 'southwest': {'lat': 52.37303156970851, 'lng': 4.890171469708498}}};Next-Door;;4,1;Classic;59;Nieuwezijds Voorburgwal 119-A, Amsterdam;4.8916058;52.3743533,
{'location': {'lat': 52.3746282, 'lng': 4.888592199999999}, 'viewport': {'northeast': {'lat': 52.37605223029149, 'lng': 4.889775280291501}, 'southwest': {'lat': 52.3733542697085, 'lng': 4.887077319708498}}};Sajj & Mezza's;;5;Special;65;Oude Leliestraat 7, Amsterdam;4.888592199999999;52.3746282
{'location': {'lat': 52.373646, 'lng': 4.8903201}, 'viewport': {'northeast': {'lat': 52.37496583029149, 'lng': 4.891821180291503}, 'southwest': {'lat': 52.3722678697085, 'lng': 4.889123219708498}}};Toni Loco Magna Plaza;;4,2;Italian;50;Nieuwezijds Voorburgwal 182I, Amsterdam;4.8903201;52.373646
{'location': {'lat': 52.3730129, 'lng': 4.890903900000001}, 'viewport': {'northeast': {'lat': 52.3743582302915, 'lng': 4.892131430291503}, 'southwest': {'lat': 52.37166026970851, 'lng': 4.889433469708498}}};Haring & Zo;;4,6;Special;80;Nieuwezijds Voorburgwal 200, Amsterdam;4.890903900000001; 52.3730129
{'location': {'lat': 52.373621, 'lng': 4.890467999999999}, 'viewport': {'northeast': {'lat': 52.37495483029151, 'lng': 4.891895880291503}, 'southwest': {'lat': 52.37225686970851, 'lng': 4.889197919708498}}};China Supreme;;4,6;Asian;84;"Nieuwezijds Voorburgwal 182 The Food Department"" (Magna Plaza 2nd Floor, Amsterdam";;52.373621
{'location': {'lat': 52.373621, 'lng': 4.890467999999999}, 'viewport': {'northeast': {'lat': 52.37495483029151, 'lng': 4.891895880291503}, 'southwest': {'lat': 52.37225686970851, 'lng': 4.889197919708498}}};DimSum District;;3,7;Asian;15;Nieuwezijds Voorburgwal 182, Amsterdam;;52.373621
{'location': {'lat': 52.3743099, 'lng': 4.8919733}, 'viewport': {'northeast': {'lat': 52.3755651302915, 'lng': 4.892939030291502}, 'southwest': {'lat': 52.3728671697085, 'lng': 4.890241069708497}}};Eethuis Sie Joe;1;4,2;Asian;183;Gravenstraat 24-A, Amsterdam;;52.3743099
{'location': {'lat': 52.373646, 'lng': 4.8903201}, 'viewport': {'northeast': {'lat': 52.37496583029149, 'lng': 4.891821180291503}, 'southwest': {'lat': 52.3722678697085, 'lng': 4.889123219708498}}};THE BUTCHER Magna Plaza;;4,3;Burger;99;Nieuwezijds Voorburgwal 182I, Amsterdam;;52.373646
{'location': {'lat': 52.3736992, 'lng': 4.892002}, 'viewport': {'northeast': {'lat': 52.37501153029149, 'lng': 4.892947499999999}, 'southwest': {'lat': 52.3723135697085, 'lng': 4.8901523}}};'t Nieuwe Kafé;2;3,7;Cafe;221;Eggertstraat 8, Amsterdam;;52.3736992
{'location': {'lat': 52.37348110000001, 'lng': 4.888006799999999}, 'viewport': {'northeast': {'lat': 52.3747577802915, 'lng': 4.889337630291502}, 'southwest': {'lat': 52.3720598197085, 'lng': 4.886639669708497}}};Bagels & Beans;2;4,2;Cafe;703;Raadhuisstraat 18, Amsterdam;;52.37348110000001
{'location': {'lat': 52.3730213, 'lng': 4.8898397}, 'viewport': {'northeast': {'lat': 52.37437533029151, 'lng': 4.891076680291502}, 'southwest': {'lat': 52.37167736970851, 'lng': 4.888378719708498}}};W Lounge;;4,3;Hotel;283;W Hotel, Spuistraat 175, Amsterdam;;52.3730213
{'location': {'lat': 52.37500579999999, 'lng': 4.890746699999998}, 'viewport': {'northeast': {'lat': 52.37631408029149, 'lng': 4.892170930291502}, 'southwest': {'lat': 52.37361611970849, 'lng': 4.889472969708497}}};Caldi e freddi;1;4,8;Italian;429;Spuistraat 102, Amsterdam;;52.37500579999999
{'location': {'lat': 52.3747312, 'lng': 4.8887446}, 'viewport': {'northeast': {'lat': 52.3760068302915, 'lng': 4.890218280291503}, 'southwest': {'lat': 52.37330886970851, 'lng': 4.887520319708498}}};Pane E Olio Toscaanse Delicatessen;;4,8;Italian;90;Oude Leliestraat 6, Amsterdam;;52.3747312
{'location': {'lat': 52.373621, 'lng': 4.890467999999999}, 'viewport': {'northeast': {'lat': 52.37495483029151, 'lng': 4.891895880291503}, 'southwest': {'lat': 52.37225686970851, 'lng': 4.889197919708498}}};Tacos & Tequila;;4,5;Mexican;83;Nieuwezijds Voorburgwal 182, Amsterdam;;52.373621
{'location': {'lat': 52.3746297, 'lng': 4.888656699999999}, 'viewport': {'northeast': {'lat': 52.37597728029149, 'lng': 4.890188980291502}, 'southwest': {'lat': 52.3732793197085, 'lng': 4.887491019708498}}};The Original California Burrito Company Amsterdam;2;4,1;Mexican;449;Oude Leliestraat 5, Amsterdam;;52.3746297
{'location': {'lat': 52.373646, 'lng': 4.8903201}, 'viewport': {'northeast': {'lat': 52.37496583029149, 'lng': 4.891821180291503}, 'southwest': {'lat': 52.3722678697085, 'lng': 4.889123219708498}}};Sushito Magna Plaza;;4,4;Sushi;12;The Food Department, Magna Plaza, Nieuwezijds Voorburgwal 182I, Amsterdam;;52.373646
{'location': {'lat': 52.3742133, 'lng': 4.892517799999998}, 'viewport': {'northeast': {'lat': 52.3755671302915, 'lng': 4.893236330291501}, 'southwest': {'lat': 52.3728691697085, 'lng': 4.890538369708497}}};De Drie Graefjes American Bakery - Vestiging Dam;2;4,3;Sweet;570;Gravenstraat 13, Amsterdam;;52.3742133
{'location': {'lat': 52.3742319, 'lng': 4.892679100000001}, 'viewport': {'northeast': {'lat': 52.3755456802915, 'lng': 4.893425799999999}, 'southwest': {'lat': 52.3728477197085, 'lng': 4.8904566}}};De Pannenkoekenrij;;4,2;Sweet;29;Gravenstraat 7, Amsterdam;;52.3742319
{'location': {'lat': 52.37342839999999, 'lng': 4.889386399999999}, 'viewport': {'northeast': {'lat': 52.3746914802915, 'lng': 4.890730730291502}, 'southwest': {'lat': 52.3719935197085, 'lng': 4.888032769708498}}};Meneer pannenkoek;;4,2;Sweet;324;Raadhuisstraat 6, Amsterdam;;52.37342839999999
{'location': {'lat': 52.3736185, 'lng': 4.8923282}, 'viewport': {'northeast': {'lat': 52.3749461302915, 'lng': 4.89306675}, 'southwest': {'lat': 52.37224816970851, 'lng': 4.890112549999998}}};NAKED espresso;;3,8;Sweet;114;Dam 10, Amsterdam;;52.3736185
{'location': {'lat': 52.3736185, 'lng': 4.8923282}, 'viewport': {'northeast': {'lat': 52.3749674802915, 'lng': 4.893677180291502}, 'southwest': {'lat': 52.3722695197085, 'lng': 4.890979219708497}}};NAKED espresso;;4,4;Sweet;430;Dam 10, Amsterdam;;52.3736185
